ServiceID,DelayType,CauseCategory,MinutesLate
S2412020032,PRIMARY,TRACK,2
S2412020032,REACTIONARY,POWER,4
S2503250021,PRIMARY,OLE,6
S2503250021,REACTIONARY,OPERATIONS,13
S2501140037,PRIMARY,SIGNAL,14
S2406300060,PRIMARY,OLE,9
S2411140008,PRIMARY,OLE,4
S2411140008,REACTIONARY,WEATHER,3
S2503160023,PRIMARY,SIGNAL,2
S2503160023,REACTIONARY,WEATHER,10
S2412260043,PRIMARY,SIGNAL,15
S2412260043,REACTIONARY,OPERATIONS,2
S2406260072,PRIMARY,FLEET,1
S2406130083,PRIMARY,TRACK,5
S2406130083,REACTIONARY,WEATHER,7
S2504070039,PRIMARY,SIGNAL,18
S2409300042,PRIMARY,OLE,19
S2409300042,REACTIONARY,FLEET,1
S2506300016,PRIMARY,SIGNAL,7
S2505270041,PRIMARY,FLEET,1
S2410220032,PRIMARY,TRACK,18
S2505080052,PRIMARY,TRACK,2
S2505080052,REACTIONARY,OPERATIONS,7
S2506180044,PRIMARY,SIGNAL,6
S2506170117,PRIMARY,OPERATIONS,3
S2503290083,PRIMARY,OPERATIONS,20
S2406170009,PRIMARY,TRACK,3
S2407060057,PRIMARY,OPERATIONS,7
S2407060057,REACTIONARY,OLE,5
S2411160077,PRIMARY,OPERATIONS,4
S2412010010,PRIMARY,OPERATIONS,11
S2412010010,REACTIONARY,OPERATIONS,8
S2408180035,PRIMARY,OPERATIONS,6
S2501200076,PRIMARY,FLEET,1
S2501200076,REACTIONARY,POWER,14
S2407140071,PRIMARY,TRACK,11
S2506270052,PRIMARY,SIGNAL,8
S2503070006,PRIMARY,FLEET,7
S2503070006,REACTIONARY,FLEET,5
S2410270070,PRIMARY,WEATHER,15
S2503040026,PRIMARY,SIGNAL,1
S2505010001,PRIMARY,EXTERNAL,22
S2505010001,REACTIONARY,OLE,3
S2408060045,PRIMARY,TRACK,1
S2408060045,REACTIONARY,FLEET,9
S2502240053,PRIMARY,SIGNAL,1
S2505200025,PRIMARY,TRACK,7
S2505200025,REACTIONARY,OLE,7
S2407120078,PRIMARY,FLEET,15
S2406150061,PRIMARY,OPERATIONS,11
S2406150061,REACTIONARY,TRACK,13
S2501220033,PRIMARY,WEATHER,10
S2503310083,PRIMARY,OPERATIONS,6
S2409120018,PRIMARY,WEATHER,13
S2409120018,REACTIONARY,FLEET,3
S2501110006,PRIMARY,SIGNAL,2
S2501110006,REACTIONARY,SIGNAL,10
S2406010048,PRIMARY,OPERATIONS,1
S2406010048,REACTIONARY,FLEET,5
S2411170056,PRIMARY,EXTERNAL,5
S2411170056,REACTIONARY,SIGNAL,11
S2412070059,PRIMARY,WEATHER,8
S2504130021,PRIMARY,OPERATIONS,10
S2408110040,PRIMARY,FLEET,5
S2408110040,REACTIONARY,WEATHER,2
S2409140024,PRIMARY,TRACK,8
S2409140024,REACTIONARY,EXTERNAL,3
S2501250043,PRIMARY,OPERATIONS,4
S2409010018,PRIMARY,FLEET,8
S2409010018,REACTIONARY,OLE,5
S2505260056,PRIMARY,SIGNAL,5
S2505260056,REACTIONARY,SIGNAL,2
S2406240024,PRIMARY,SIGNAL,12
S2412090050,PRIMARY,SIGNAL,14
S2502050002,PRIMARY,OPERATIONS,4
S2505310007,PRIMARY,TRACK,1
S2505310007,REACTIONARY,POWER,1
S2503080027,PRIMARY,FLEET,8
S2505010075,PRIMARY,WEATHER,3
S2502110020,PRIMARY,TRACK,9
S2502110020,REACTIONARY,EXTERNAL,3
S2411160060,PRIMARY,FLEET,5
S2504300049,PRIMARY,OPERATIONS,1
S2504300049,REACTIONARY,WEATHER,6
S2501260035,PRIMARY,OPERATIONS,4
S2501260035,REACTIONARY,SIGNAL,13
S2408090027,PRIMARY,FLEET,7
S2503070003,PRIMARY,WEATHER,6
S2501050011,PRIMARY,FLEET,6
S2502080016,PRIMARY,OPERATIONS,6
S2502080016,REACTIONARY,WEATHER,11
S2503110007,PRIMARY,TRACK,13
S2503050096,PRIMARY,SIGNAL,3
S2503140050,PRIMARY,WEATHER,6
S2503140050,REACTIONARY,TRACK,1
S2503050000,PRIMARY,OPERATIONS,2
S2411020065,PRIMARY,FLEET,3
S2501050090,PRIMARY,FLEET,11
S2506060042,PRIMARY,OPERATIONS,4
S2506060042,REACTIONARY,EXTERNAL,14
S2410060007,PRIMARY,TRACK,12
S2501030065,PRIMARY,WEATHER,3
S2501030065,REACTIONARY,SIGNAL,4
S2406230033,PRIMARY,OPERATIONS,17
S2504210050,PRIMARY,FLEET,4
S2504210050,REACTIONARY,OPERATIONS,12
S2407300080,PRIMARY,OPERATIONS,1
S2407300080,REACTIONARY,WEATHER,16
S2501230046,PRIMARY,FLEET,1
S2412060061,PRIMARY,FLEET,13
S2504070052,PRIMARY,FLEET,13
S2504070052,REACTIONARY,EXTERNAL,7
S2409070086,PRIMARY,TRACK,9
S2407130046,PRIMARY,EXTERNAL,11
S2501190020,PRIMARY,SIGNAL,1
S2411130004,PRIMARY,FLEET,8
S2411130004,REACTIONARY,TRACK,9
S2412300024,PRIMARY,SIGNAL,16
S2412300024,REACTIONARY,OPERATIONS,3
S2406170109,PRIMARY,OLE,10
S2501120047,PRIMARY,OPERATIONS,10
S2407190049,PRIMARY,FLEET,1
S2502140053,PRIMARY,FLEET,4
S2502140053,REACTIONARY,OLE,17
S2407250063,PRIMARY,OPERATIONS,16
S2407250063,REACTIONARY,TRACK,9
S2501260017,PRIMARY,FLEET,1
S2501260017,REACTIONARY,OLE,9
S2412140016,PRIMARY,SIGNAL,1
S2412140016,REACTIONARY,EXTERNAL,6
S2505290014,PRIMARY,TRACK,7
S2505290014,REACTIONARY,EXTERNAL,5
S2502130096,PRIMARY,OPERATIONS,22
S2502130096,REACTIONARY,SIGNAL,4
S2407010011,PRIMARY,FLEET,1
S2412010009,PRIMARY,SIGNAL,7
S2411200071,PRIMARY,FLEET,6
S2406080005,PRIMARY,TRACK,3
S2408240044,PRIMARY,FLEET,4
S2408240044,REACTIONARY,TRACK,13
S2504050002,PRIMARY,OLE,16
S2506020061,PRIMARY,OPERATIONS,11
S2502200009,PRIMARY,TRACK,2
S2502100096,PRIMARY,TRACK,8
S2502100096,REACTIONARY,WEATHER,10
S2501160046,PRIMARY,OPERATIONS,14
S2408270073,PRIMARY,FLEET,3
S2504070063,PRIMARY,FLEET,1
S2504020067,PRIMARY,OPERATIONS,1
S2504020067,REACTIONARY,FLEET,4
S2408160050,PRIMARY,FLEET,5
S2503140080,PRIMARY,TRACK,7
S2505080046,PRIMARY,FLEET,8
S2505080046,REACTIONARY,TRACK,2
S2503130011,PRIMARY,OPERATIONS,21
S2503140097,PRIMARY,TRACK,1
S2504100009,PRIMARY,SIGNAL,5
S2506270050,PRIMARY,OPERATIONS,10
S2506270050,REACTIONARY,EXTERNAL,1
S2406150015,PRIMARY,FLEET,4
S2408190012,PRIMARY,SIGNAL,1
S2406060004,PRIMARY,OPERATIONS,1
S2411230024,PRIMARY,OLE,7
S2406100034,PRIMARY,SIGNAL,12
S2406100034,REACTIONARY,WEATHER,3
S2501240046,PRIMARY,TRACK,1
S2501240046,REACTIONARY,WEATHER,11
S2504150022,PRIMARY,OPERATIONS,13
S2504150022,REACTIONARY,FLEET,1
S2410300028,PRIMARY,OPERATIONS,2
S2412110075,PRIMARY,FLEET,6
S2412160044,PRIMARY,WEATHER,17
S2412160044,REACTIONARY,OPERATIONS,14
S2410040068,PRIMARY,OPERATIONS,17
S2407110056,PRIMARY,TRACK,12
S2409120057,PRIMARY,SIGNAL,19
S2501160086,PRIMARY,TRACK,8
S2501160086,REACTIONARY,FLEET,13
S2502050035,PRIMARY,OPERATIONS,6
S2501030036,PRIMARY,OLE,11
S2501030036,REACTIONARY,OPERATIONS,1
S2506090068,PRIMARY,FLEET,12
S2412180035,PRIMARY,TRACK,6
S2412180035,REACTIONARY,OPERATIONS,3
S2406100009,PRIMARY,SIGNAL,4
S2506210079,PRIMARY,OLE,6
S2506210079,REACTIONARY,EXTERNAL,4
S2409030077,PRIMARY,SIGNAL,5
S2409030077,REACTIONARY,FLEET,2
S2409270016,PRIMARY,SIGNAL,14
S2506190015,PRIMARY,TRACK,13
S2506090010,PRIMARY,FLEET,1
S2506090010,REACTIONARY,TRACK,7
S2412010076,PRIMARY,OPERATIONS,4
S2406080013,PRIMARY,WEATHER,6
S2412060078,PRIMARY,EXTERNAL,1
S2409060043,PRIMARY,SIGNAL,1
S2409060043,REACTIONARY,WEATHER,1
S2502010013,PRIMARY,OLE,16
S2502010013,REACTIONARY,OPERATIONS,11
S2412310034,PRIMARY,FLEET,3
S2412310034,REACTIONARY,POWER,9
S2410060086,PRIMARY,OLE,9
S2503090111,PRIMARY,FLEET,6
S2503090111,REACTIONARY,TRACK,11
S2406020004,PRIMARY,TRACK,15
S2503010079,PRIMARY,FLEET,8
S2506190070,PRIMARY,FLEET,12
S2506070057,PRIMARY,OPERATIONS,20
S2503280015,PRIMARY,SIGNAL,3
S2503280015,REACTIONARY,POWER,7
S2505270018,PRIMARY,SIGNAL,15
S2505070063,PRIMARY,POWER,12
S2505070063,REACTIONARY,EXTERNAL,14
S2411280081,PRIMARY,WEATHER,12
S2411280081,REACTIONARY,POWER,1
S2504280034,PRIMARY,WEATHER,14
S2504280034,REACTIONARY,OLE,7
S2506170086,PRIMARY,WEATHER,1
S2411170019,PRIMARY,POWER,9
S2411090026,PRIMARY,WEATHER,18
S2411090026,REACTIONARY,TRACK,13
S2406260031,PRIMARY,EXTERNAL,11
S2409130061,PRIMARY,OPERATIONS,8
S2409130061,REACTIONARY,TRACK,6
S2504030061,PRIMARY,OPERATIONS,15
S2504030061,REACTIONARY,EXTERNAL,9
S2406090010,PRIMARY,TRACK,3
S2406080073,PRIMARY,SIGNAL,5
S2406080073,REACTIONARY,POWER,5
S2412290050,PRIMARY,SIGNAL,1
S2408070071,PRIMARY,OPERATIONS,1
S2502070077,PRIMARY,OPERATIONS,11
S2502070077,REACTIONARY,OPERATIONS,1
S2409120019,PRIMARY,FLEET,10
S2409120019,REACTIONARY,POWER,8
S2406080008,PRIMARY,FLEET,11
S2407150064,PRIMARY,FLEET,6
S2408300022,PRIMARY,FLEET,2
S2408300022,REACTIONARY,FLEET,1
S2412070086,PRIMARY,SIGNAL,5
S2408090056,PRIMARY,FLEET,11
S2503140126,PRIMARY,TRACK,8
S2503140126,REACTIONARY,SIGNAL,5
S2506100079,PRIMARY,POWER,1
S2506100079,REACTIONARY,SIGNAL,1
S2411210041,PRIMARY,OLE,8
S2506110067,PRIMARY,SIGNAL,11
S2506110067,REACTIONARY,OLE,5
S2506220068,PRIMARY,TRACK,17
S2506220068,REACTIONARY,FLEET,3
S2409140069,PRIMARY,OPERATIONS,15
S2409140069,REACTIONARY,OPERATIONS,5
S2410140063,PRIMARY,TRACK,5
S2410140063,REACTIONARY,WEATHER,2
S2502030014,PRIMARY,OPERATIONS,16
S2502030014,REACTIONARY,OPERATIONS,2
S2411070046,PRIMARY,TRACK,11
S2406210014,PRIMARY,WEATHER,6
S2406210014,REACTIONARY,FLEET,4
S2407120025,PRIMARY,TRACK,14
S2501130031,PRIMARY,OLE,1
S2501130031,REACTIONARY,POWER,5
S2504050044,PRIMARY,OLE,14
S2504050044,REACTIONARY,WEATHER,1
S2407120006,PRIMARY,TRACK,21
S2407120006,REACTIONARY,POWER,5
S2501050081,PRIMARY,OPERATIONS,1
S2410130046,PRIMARY,TRACK,14
S2410130046,REACTIONARY,POWER,2
S2503190068,PRIMARY,WEATHER,12
S2501110029,PRIMARY,OPERATIONS,10
S2406120061,PRIMARY,FLEET,10
S2502270036,PRIMARY,WEATHER,1
S2503030084,PRIMARY,WEATHER,15
S2503030084,REACTIONARY,OPERATIONS,1
S2410070019,PRIMARY,TRACK,3
S2410070019,REACTIONARY,FLEET,1
S2406110015,PRIMARY,WEATHER,19
S2406110015,REACTIONARY,POWER,11
S2410090030,PRIMARY,SIGNAL,3
S2502280014,PRIMARY,OPERATIONS,8
S2412170024,PRIMARY,OPERATIONS,11
S2412170024,REACTIONARY,POWER,4
S2504030025,PRIMARY,SIGNAL,5
S2407260062,PRIMARY,FLEET,8
S2501250021,PRIMARY,FLEET,16
S2502220064,PRIMARY,OPERATIONS,2
S2503220061,PRIMARY,FLEET,7
S2503220061,REACTIONARY,EXTERNAL,8
S2504220034,PRIMARY,TRACK,12
S2504220034,REACTIONARY,FLEET,7
S2503240050,PRIMARY,OPERATIONS,11
S2505260016,PRIMARY,FLEET,12
S2408070058,PRIMARY,FLEET,1
S2408070058,REACTIONARY,FLEET,2
S2501060055,PRIMARY,OLE,1
S2410010003,PRIMARY,FLEET,1
S2410010003,REACTIONARY,OLE,3
S2501180000,PRIMARY,OPERATIONS,14
S2409030045,PRIMARY,SIGNAL,1
S2409030045,REACTIONARY,OPERATIONS,4
S2501190018,PRIMARY,TRACK,5
S2501190018,REACTIONARY,SIGNAL,2
S2505140038,PRIMARY,FLEET,8
S2505140038,REACTIONARY,OLE,6
S2503160066,PRIMARY,SIGNAL,4
S2407060072,PRIMARY,WEATHER,4
S2506090013,PRIMARY,SIGNAL,13
S2506090013,REACTIONARY,FLEET,9
S2410120024,PRIMARY,FLEET,7
S2410120024,REACTIONARY,EXTERNAL,10
S2412070056,PRIMARY,SIGNAL,7
S2412070056,REACTIONARY,OLE,8
S2408240057,PRIMARY,EXTERNAL,13
S2411080050,PRIMARY,FLEET,8
S2503250025,PRIMARY,FLEET,15
S2503250025,REACTIONARY,FLEET,4
S2411060020,PRIMARY,FLEET,2
S2504290007,PRIMARY,WEATHER,12
S2407060086,PRIMARY,FLEET,10
S2411020076,PRIMARY,FLEET,11
S2411020076,REACTIONARY,POWER,9
S2506220018,PRIMARY,FLEET,7
S2506220018,REACTIONARY,OPERATIONS,5
S2503150042,PRIMARY,TRACK,7
S2502170056,PRIMARY,TRACK,8
S2502170056,REACTIONARY,SIGNAL,1
S2406270097,PRIMARY,TRACK,5
S2411060068,PRIMARY,SIGNAL,1
S2406010067,PRIMARY,SIGNAL,12
S2406200094,PRIMARY,SIGNAL,11
S2406200094,REACTIONARY,POWER,5
S2412070028,PRIMARY,SIGNAL,1
S2412070028,REACTIONARY,POWER,6
S2505100060,PRIMARY,FLEET,9
S2502010106,PRIMARY,TRACK,8
S2407030068,PRIMARY,FLEET,5
S2407030068,REACTIONARY,POWER,1
S2411120046,PRIMARY,OPERATIONS,7
S2411120046,REACTIONARY,EXTERNAL,11
S2409170088,PRIMARY,POWER,1
S2412030049,PRIMARY,SIGNAL,10
S2502040012,PRIMARY,SIGNAL,9
S2502040012,REACTIONARY,EXTERNAL,1
S2506180049,PRIMARY,OPERATIONS,5
S2506180049,REACTIONARY,OPERATIONS,5
S2412170051,PRIMARY,WEATHER,13
S2412170051,REACTIONARY,SIGNAL,6
S2412070083,PRIMARY,FLEET,2
S2502080069,PRIMARY,FLEET,17
S2412240086,PRIMARY,WEATHER,16
S2506150076,PRIMARY,WEATHER,12
S2506150076,REACTIONARY,EXTERNAL,1
S2410080089,PRIMARY,SIGNAL,14
S2410080089,REACTIONARY,POWER,12
S2408020076,PRIMARY,TRACK,9
S2408020076,REACTIONARY,FLEET,9
S2410170066,PRIMARY,WEATHER,13
S2410170066,REACTIONARY,POWER,2
S2411260047,PRIMARY,FLEET,4
S2505090076,PRIMARY,TRACK,12
S2505090076,REACTIONARY,OLE,1
S2503050088,PRIMARY,FLEET,9
S2503090004,PRIMARY,EXTERNAL,14
S2406090101,PRIMARY,TRACK,3
S2406090101,REACTIONARY,FLEET,5
S2409010058,PRIMARY,FLEET,1
S2409010058,REACTIONARY,OLE,1
S2411140040,PRIMARY,SIGNAL,3
S2408160031,PRIMARY,FLEET,4
S2408160031,REACTIONARY,POWER,13
S2502040006,PRIMARY,OLE,1
S2505090061,PRIMARY,FLEET,16
S2505090061,REACTIONARY,OPERATIONS,6
S2410050032,PRIMARY,TRACK,6
S2410050032,REACTIONARY,TRACK,8
S2411100057,PRIMARY,SIGNAL,12
S2407310020,PRIMARY,OPERATIONS,2
S2407310020,REACTIONARY,SIGNAL,2
S2411290031,PRIMARY,TRACK,3
S2411230015,PRIMARY,FLEET,8
S2411230015,REACTIONARY,OLE,5
S2411150004,PRIMARY,FLEET,12
S2411150004,REACTIONARY,TRACK,6
S2406060059,PRIMARY,FLEET,10
S2406060059,REACTIONARY,EXTERNAL,5
S2504160062,PRIMARY,OPERATIONS,4
S2408190051,PRIMARY,SIGNAL,8
S2408190051,REACTIONARY,POWER,3
S2505160034,PRIMARY,OLE,7
S2505160034,REACTIONARY,TRACK,3
S2411050030,PRIMARY,OLE,8
S2410310038,PRIMARY,TRACK,7
S2410310038,REACTIONARY,OPERATIONS,1
S2410300038,PRIMARY,FLEET,11
S2410300038,REACTIONARY,POWER,3
S2412100056,PRIMARY,OPERATIONS,1
S2412100056,REACTIONARY,OPERATIONS,4
S2505120052,PRIMARY,SIGNAL,8
S2506030049,PRIMARY,TRACK,6
S2505290066,PRIMARY,FLEET,11
S2505290066,REACTIONARY,EXTERNAL,8
S2505260045,PRIMARY,SIGNAL,11
S2503260027,PRIMARY,OLE,6
S2501110031,PRIMARY,FLEET,9
S2411110103,PRIMARY,EXTERNAL,2
S2409110032,PRIMARY,SIGNAL,11
S2409110032,REACTIONARY,SIGNAL,2
S2408230001,PRIMARY,OPERATIONS,10
S2505170048,PRIMARY,OLE,1
S2505170048,REACTIONARY,POWER,5
S2503030001,PRIMARY,OLE,8
S2503030001,REACTIONARY,EXTERNAL,12
S2503050114,PRIMARY,OPERATIONS,1
S2406060064,PRIMARY,WEATHER,8
S2406060064,REACTIONARY,WEATHER,9
S2411240082,PRIMARY,WEATHER,3
S2411240082,REACTIONARY,TRACK,14
S2502250089,PRIMARY,OPERATIONS,5
S2502250089,REACTIONARY,WEATHER,8
S2504080037,PRIMARY,TRACK,7
S2504080037,REACTIONARY,FLEET,3
S2410260060,PRIMARY,TRACK,10
S2502020059,PRIMARY,SIGNAL,1
S2502020059,REACTIONARY,SIGNAL,2
S2411180088,PRIMARY,OLE,1
S2504070035,PRIMARY,OPERATIONS,2
S2502080050,PRIMARY,SIGNAL,2
S2502080050,REACTIONARY,FLEET,1
S2406080089,PRIMARY,SIGNAL,9
S2505080090,PRIMARY,WEATHER,12
S2505080090,REACTIONARY,SIGNAL,8
S2406040078,PRIMARY,POWER,10
S2406040078,REACTIONARY,WEATHER,1
S2406210013,PRIMARY,WEATHER,1
S2411250042,PRIMARY,FLEET,10
S2411250042,REACTIONARY,WEATHER,4
S2505200000,PRIMARY,OPERATIONS,8
S2505200000,REACTIONARY,EXTERNAL,1
S2408190075,PRIMARY,WEATHER,2
S2408190075,REACTIONARY,OLE,1
S2407060021,PRIMARY,SIGNAL,17
S2407060021,REACTIONARY,TRACK,6
S2502260060,PRIMARY,SIGNAL,6
S2411020064,PRIMARY,TRACK,10
S2411020064,REACTIONARY,OPERATIONS,6
S2407060107,PRIMARY,TRACK,13
S2407060107,REACTIONARY,TRACK,6
S2411100002,PRIMARY,TRACK,10
S2505010008,PRIMARY,FLEET,1
S2412150084,PRIMARY,FLEET,6
S2412150084,REACTIONARY,OPERATIONS,1
S2406220084,PRIMARY,TRACK,15
S2406220084,REACTIONARY,OLE,1
S2406130071,PRIMARY,SIGNAL,16
S2407190028,PRIMARY,FLEET,6
S2407190024,PRIMARY,WEATHER,11
S2411060039,PRIMARY,EXTERNAL,7
S2411060039,REACTIONARY,OLE,1
S2410110000,PRIMARY,FLEET,14
S2411120017,PRIMARY,FLEET,11
S2406270025,PRIMARY,OPERATIONS,5
S2406270025,REACTIONARY,WEATHER,1
S2407020036,PRIMARY,TRACK,6
S2407220055,PRIMARY,FLEET,11
S2503240075,PRIMARY,TRACK,5
S2406020062,PRIMARY,OPERATIONS,13
S2406020062,REACTIONARY,TRACK,8
S2505090041,PRIMARY,SIGNAL,3
S2505090041,REACTIONARY,OLE,3
S2406220014,PRIMARY,FLEET,7
S2407040047,PRIMARY,OPERATIONS,1
S2407040047,REACTIONARY,WEATHER,9
S2408250001,PRIMARY,SIGNAL,5
S2411300016,PRIMARY,FLEET,3
S2411300016,REACTIONARY,EXTERNAL,9
S2505240030,PRIMARY,FLEET,8
S2504010003,PRIMARY,TRACK,6
S2504010003,REACTIONARY,TRACK,8
S2410120082,PRIMARY,TRACK,1
S2409190017,PRIMARY,FLEET,9
S2412190048,PRIMARY,WEATHER,1
S2412190048,REACTIONARY,POWER,2
S2412250045,PRIMARY,OPERATIONS,11
S2412250045,REACTIONARY,POWER,8
S2504200008,PRIMARY,OPERATIONS,4
S2504200008,REACTIONARY,SIGNAL,5
S2501230064,PRIMARY,FLEET,1
S2506060022,PRIMARY,FLEET,1
S2506060022,REACTIONARY,OPERATIONS,6
S2411090101,PRIMARY,OPERATIONS,1
S2411090101,REACTIONARY,FLEET,1
S2502100074,PRIMARY,SIGNAL,7
S2503130074,PRIMARY,FLEET,1
S2501240031,PRIMARY,OPERATIONS,1
S2408280046,PRIMARY,TRACK,10
S2503180009,PRIMARY,FLEET,18
S2503180009,REACTIONARY,EXTERNAL,11
S2502170014,PRIMARY,OPERATIONS,8
S2407250055,PRIMARY,SIGNAL,15
S2411250050,PRIMARY,FLEET,13
S2411250050,REACTIONARY,EXTERNAL,5
S2406010017,PRIMARY,SIGNAL,15
S2406010017,REACTIONARY,WEATHER,1
S2502140004,PRIMARY,FLEET,1
S2502260016,PRIMARY,POWER,19
S2502260016,REACTIONARY,OLE,10
S2408160024,PRIMARY,EXTERNAL,1
S2502210019,PRIMARY,WEATHER,20
S2502210019,REACTIONARY,OLE,2
S2504050063,PRIMARY,TRACK,11
S2504290014,PRIMARY,OPERATIONS,1
S2412030041,PRIMARY,OLE,14
S2412030041,REACTIONARY,EXTERNAL,9
S2407130041,PRIMARY,SIGNAL,3
S2504040030,PRIMARY,SIGNAL,2
S2504040030,REACTIONARY,TRACK,5
S2411230056,PRIMARY,SIGNAL,18
S2409160045,PRIMARY,SIGNAL,8
S2409160045,REACTIONARY,WEATHER,2
S2407020042,PRIMARY,OPERATIONS,2
S2409220034,PRIMARY,OPERATIONS,8
S2503280083,PRIMARY,FLEET,10
S2503280083,REACTIONARY,POWER,5
S2410070097,PRIMARY,WEATHER,1
S2408210073,PRIMARY,SIGNAL,1
S2409260069,PRIMARY,FLEET,3
S2409260069,REACTIONARY,FLEET,12
S2411100036,PRIMARY,POWER,1
S2411100036,REACTIONARY,POWER,1
S2503110054,PRIMARY,SIGNAL,9
S2503110054,REACTIONARY,WEATHER,3
S2506020020,PRIMARY,OPERATIONS,1
S2412250021,PRIMARY,SIGNAL,9
S2412250021,REACTIONARY,FLEET,1
S2505210004,PRIMARY,OLE,21
S2505210004,REACTIONARY,SIGNAL,12
S2503150064,PRIMARY,FLEET,11
S2503030048,PRIMARY,OLE,6
S2503030048,REACTIONARY,TRACK,16
S2411250068,PRIMARY,TRACK,7
S2407270090,PRIMARY,FLEET,11
S2505240033,PRIMARY,FLEET,13
S2406180013,PRIMARY,FLEET,9
S2506040080,PRIMARY,WEATHER,11
S2501130109,PRIMARY,EXTERNAL,3
S2501130109,REACTIONARY,OPERATIONS,6
S2503230059,PRIMARY,FLEET,13
S2412250033,PRIMARY,OLE,1
S2412250033,REACTIONARY,OPERATIONS,1
S2407280078,PRIMARY,OLE,4
S2503060032,PRIMARY,SIGNAL,10
S2503060032,REACTIONARY,WEATHER,6
S2406060032,PRIMARY,TRACK,2
S2410150062,PRIMARY,EXTERNAL,1
S2411200040,PRIMARY,TRACK,5
S2506120015,PRIMARY,SIGNAL,5
S2503050109,PRIMARY,SIGNAL,3
S2506250046,PRIMARY,FLEET,7
S2506250046,REACTIONARY,POWER,1
S2408270033,PRIMARY,OPERATIONS,12
S2504180053,PRIMARY,OPERATIONS,1
S2504180053,REACTIONARY,TRACK,1
S2410310055,PRIMARY,FLEET,4
S2504040067,PRIMARY,FLEET,10
S2504040067,REACTIONARY,WEATHER,6
S2501110018,PRIMARY,OPERATIONS,5
S2501110018,REACTIONARY,TRACK,6
S2409020034,PRIMARY,TRACK,13
S2410040032,PRIMARY,FLEET,6
S2409270075,PRIMARY,FLEET,7
S2407100074,PRIMARY,OLE,3
S2410070104,PRIMARY,TRACK,11
S2410070104,REACTIONARY,FLEET,1
S2502150036,PRIMARY,OLE,1
S2503100060,PRIMARY,TRACK,4
S2503100060,REACTIONARY,OPERATIONS,7
S2412130072,PRIMARY,OLE,21
S2410210056,PRIMARY,TRACK,8
S2506100043,PRIMARY,TRACK,1
S2506100043,REACTIONARY,WEATHER,2
S2410140051,PRIMARY,TRACK,1
S2505170058,PRIMARY,FLEET,8
S2505170058,REACTIONARY,SIGNAL,4
S2503270067,PRIMARY,SIGNAL,14
S2502100055,PRIMARY,TRACK,9
S2501050082,PRIMARY,FLEET,4
S2501050082,REACTIONARY,FLEET,5
S2407230043,PRIMARY,TRACK,5
S2504180059,PRIMARY,OPERATIONS,8
S2504180059,REACTIONARY,EXTERNAL,1
S2408020005,PRIMARY,OPERATIONS,1
S2502020090,PRIMARY,OLE,15
S2407050055,PRIMARY,OLE,1
S2501050049,PRIMARY,FLEET,1
S2407240046,PRIMARY,SIGNAL,3
S2503300030,PRIMARY,FLEET,1
S2503300030,REACTIONARY,POWER,11
S2502220065,PRIMARY,SIGNAL,8
S2502220065,REACTIONARY,SIGNAL,5
S2409060083,PRIMARY,FLEET,5
S2504300014,PRIMARY,FLEET,15
S2504300014,REACTIONARY,TRACK,1
S2504290055,PRIMARY,OPERATIONS,7
S2406220124,PRIMARY,SIGNAL,7
S2409180033,PRIMARY,TRACK,5
S2410030027,PRIMARY,OLE,1
S2501290011,PRIMARY,FLEET,5
S2501290011,REACTIONARY,FLEET,13
S2501160081,PRIMARY,FLEET,20
S2501150083,PRIMARY,POWER,1
S2406200069,PRIMARY,OLE,1
S2406200069,REACTIONARY,OPERATIONS,1
S2408250061,PRIMARY,EXTERNAL,9
S2407020016,PRIMARY,TRACK,7
S2407020016,REACTIONARY,OLE,13
S2505100071,PRIMARY,SIGNAL,11
S2504240003,PRIMARY,OPERATIONS,10
S2504240003,REACTIONARY,TRACK,9
S2503130005,PRIMARY,TRACK,9
S2503130005,REACTIONARY,POWER,8
S2408230093,PRIMARY,OPERATIONS,13
S2408230093,REACTIONARY,SIGNAL,9
S2408120046,PRIMARY,OPERATIONS,11
S2408120046,REACTIONARY,FLEET,7
S2412260045,PRIMARY,OPERATIONS,4
S2412260045,REACTIONARY,FLEET,12
S2410110055,PRIMARY,FLEET,8
S2502050061,PRIMARY,SIGNAL,1
S2502050061,REACTIONARY,SIGNAL,8
S2501280036,PRIMARY,OLE,5
S2410070011,PRIMARY,OPERATIONS,6
S2506280001,PRIMARY,TRACK,19
S2506280001,REACTIONARY,OLE,1
S2504030057,PRIMARY,FLEET,9
S2503260012,PRIMARY,TRACK,1
S2503260012,REACTIONARY,FLEET,8
S2505110075,PRIMARY,WEATHER,4
S2505110075,REACTIONARY,OPERATIONS,4
S2408240036,PRIMARY,FLEET,5
S2408240036,REACTIONARY,OLE,1
S2501180070,PRIMARY,TRACK,6
S2501180070,REACTIONARY,TRACK,1
S2502050054,PRIMARY,TRACK,13
S2411200041,PRIMARY,SIGNAL,10
S2504030011,PRIMARY,OPERATIONS,11
S2504030011,REACTIONARY,SIGNAL,4
S2408150005,PRIMARY,FLEET,11
S2408150005,REACTIONARY,POWER,4
S2501140032,PRIMARY,OPERATIONS,2
S2501140032,REACTIONARY,TRACK,3
S2411250035,PRIMARY,OLE,1
S2409190055,PRIMARY,TRACK,1
S2409190055,REACTIONARY,WEATHER,12
S2409010038,PRIMARY,OPERATIONS,11
S2506030073,PRIMARY,SIGNAL,14
